nome,preco,oferta,gramagem,categoria,data_ini,data_fim,date_source,supermarket,tablode_source,marca,produto,data_ini_format,data_fim_format,date_source_format
Ventilador de Mesa Britânia,129.9,True,30cm,Eletrodomésticos,24/09/2024,29/09/2024,2024_10_09,atacadao,imagens_atacadao/33e03f95a322c3b39d3277fa710457097a82f361.webp,britânia,ventilador de mesa,2024-09-24 00:00:00,2024-09-29,2024-10-09
"Caixa Organizadora Bioplastika Pleion 2,5L",4.99,True,,Armazenamento,29/09/2024,06/10/2024,2024_10_09,atacadao,imagens_atacadao/0_e1495624ff.webp,bioplastika pleion,"caixa organizadora 2,5l",2024-09-29 00:00:00,2024-10-06,2024-10-09
Mesa Tramontina Tambau Branca,79.9,True,,Móveis,29/09/2024,06/10/2024,2024_10_09,atacadao,imagens_atacadao/0_e1495624ff.webp,tramontina tambau,mesa branca,2024-09-29 00:00:00,2024-10-06,2024-10-09
Pote Clic Rosca Plasutil 900ml,3.99,True,,Armazenamento,29/09/2024,06/10/2024,2024_10_09,atacadao,imagens_atacadao/0_e1495624ff.webp,plasutil,pote clic rosca 900ml,2024-09-29 00:00:00,2024-10-06,2024-10-09
Prato Yanazi Melamina,10.45,True,,Louça,29/09/2024,06/10/2024,2024_10_09,atacadao,imagens_atacadao/0_e1495624ff.webp,yanazi,prato melamina,2024-09-29 00:00:00,2024-10-06,2024-10-09
Prato Raso Yangzi Melamina,7.65,True,,Louça,29/09/2024,06/10/2024,2024_10_09,atacadao,imagens_atacadao/0_e1495624ff.webp,yangzi,prato raso melamina,2024-09-29 00:00:00,2024-10-06,2024-10-09
Tigela de Melamina Yangzi Média,8.89,True,,Louça,29/09/2024,06/10/2024,2024_10_09,atacadao,imagens_atacadao/0_e1495624ff.webp,yangzi,tigela de melamina média,2024-09-29 00:00:00,2024-10-06,2024-10-09
"Pote com Tampa Pleion Multiuso 5,5L",5.99,True,,Armazenamento,29/09/2024,06/10/2024,2024_10_09,atacadao,imagens_atacadao/0_e1495624ff.webp,pleion,"pote com tampa multiuso 5,5l",2024-09-29 00:00:00,2024-10-06,2024-10-09
"Pote Multiuso Pleion 9,5L",11.89,True,,Armazenamento,29/09/2024,06/10/2024,2024_10_09,atacadao,imagens_atacadao/0_e1495624ff.webp,pleion,"pote multiuso 9,5l",2024-09-29 00:00:00,2024-10-06,2024-10-09
Pote Tramontina Mixcolor 2L,15.99,True,,Armazenamento,29/09/2024,06/10/2024,2024_10_09,atacadao,imagens_atacadao/0_e1495624ff.webp,tramontina mixcolor,pote 2l,2024-09-29 00:00:00,2024-10-06,2024-10-09
Pote Tramontina Mixcolor 600ml,7.85,True,,Armazenamento,29/09/2024,06/10/2024,2024_10_09,atacadao,imagens_atacadao/0_e1495624ff.webp,tramontina mixcolor,pote 600ml,2024-09-29 00:00:00,2024-10-06,2024-10-09
Pote Tramontina Mixcolor 300ml,5.49,True,,Armazenamento,29/09/2024,06/10/2024,2024_10_09,atacadao,imagens_atacadao/0_e1495624ff.webp,tramontina mixcolor,pote 300ml,2024-09-29 00:00:00,2024-10-06,2024-10-09
Banqueta Tramontina Nitéroi Branca,15.99,True,,Móveis,29/09/2024,06/10/2024,2024_10_09,atacadao,imagens_atacadao/0_e1495624ff.webp,tramontina,banqueta nitéroi branca,2024-09-29 00:00:00,2024-10-06,2024-10-09
Cadeira Bistro Tramontina Branca,39.9,True,,Móveis,29/09/2024,06/10/2024,2024_10_09,atacadao,imagens_atacadao/0_e1495624ff.webp,tramontina,cadeira bistro branca,2024-09-29 00:00:00,2024-10-06,2024-10-09
Pote Tramontina Mixcolor 4L,25.99,True,,Armazenamento,29/09/2024,06/10/2024,2024_10_09,atacadao,imagens_atacadao/0_e1495624ff.webp,tramontina mixcolor,pote 4l,2024-09-29 00:00:00,2024-10-06,2024-10-09
Escorredor de Prato Coza Vermelho,25.99,True,,Utensílios de Cozinha,29/09/2024,06/10/2024,2024_10_09,atacadao,imagens_atacadao/0_e1495624ff.webp,coza,escorredor de prato vermelho,2024-09-29 00:00:00,2024-10-06,2024-10-09
Jarra com Tampa Coza Vermelho 2L,18.99,True,,Utensílios de Cozinha,29/09/2024,06/10/2024,2024_10_09,atacadao,imagens_atacadao/0_e1495624ff.webp,coza,jarra com tampa vermelho 2l,2024-09-29 00:00:00,2024-10-06,2024-10-09
Porta Guardanapo/Sachê Coza Vermelho,15.99,True,,Utensílios de Cozinha,29/09/2024,06/10/2024,2024_10_09,atacadao,imagens_atacadao/0_e1495624ff.webp,coza,porta guardanapo/sachê vermelho,2024-09-29 00:00:00,2024-10-06,2024-10-09
Porta Frios Duplo Coza Vermelho,19.99,True,,Utensílios de Cozinha,29/09/2024,06/10/2024,2024_10_09,atacadao,imagens_atacadao/0_e1495624ff.webp,coza,porta frios duplo vermelho,2024-09-29 00:00:00,2024-10-06,2024-10-09
Moedor Br Spices Mix de Pimentas,15.99,True,50g,Temperos,04/09/2024,23/09/2024,2024_10_09,atacadao,imagens_atacadao/9bfbf9f8370939a31d609f74ca70a4790143506d.webp,br spices,moedor mix de pimentas,2024-09-04 00:00:00,2024-09-23,2024-10-09
Moedor Br Spices Pimenta do Reino,15.99,True,50g,Temperos,04/09/2024,23/09/2024,2024_10_09,atacadao,imagens_atacadao/9bfbf9f8370939a31d609f74ca70a4790143506d.webp,br spices,moedor pimenta do reino,2024-09-04 00:00:00,2024-09-23,2024-10-09
Moedor Br Spices Ervas,15.99,True,55g,Temperos,04/09/2024,23/09/2024,2024_10_09,atacadao,imagens_atacadao/9bfbf9f8370939a31d609f74ca70a4790143506d.webp,br spices,moedor ervas,2024-09-04 00:00:00,2024-09-23,2024-10-09
Sal Rosa do Himalaia Br Spices,16.99,True,1kg,Sal,04/09/2024,23/09/2024,2024_10_09,atacadao,imagens_atacadao/9bfbf9f8370939a31d609f74ca70a4790143506d.webp,br spices,sal rosa do himalaia,2024-09-04 00:00:00,2024-09-23,2024-10-09
Tempero BR Spices Lemon Pepper,14.49,True,100g,Temperos,04/09/2024,23/09/2024,2024_10_09,atacadao,imagens_atacadao/9bfbf9f8370939a31d609f74ca70a4790143506d.webp,br spices,tempero lemon pepper,2024-09-04 00:00:00,2024-09-23,2024-10-09
Tempero para Batata Frita Heinz,12.99,True,70g,Temperos,04/09/2024,23/09/2024,2024_10_09,atacadao,imagens_atacadao/9bfbf9f8370939a31d609f74ca70a4790143506d.webp,heinz,tempero para batata frita,2024-09-04 00:00:00,2024-09-23,2024-10-09
Tempero para Hambúrguer Moedor Heinz,14.99,True,80g,Temperos,04/09/2024,23/09/2024,2024_10_09,atacadao,imagens_atacadao/9bfbf9f8370939a31d609f74ca70a4790143506d.webp,heinz,tempero para hambúrguer moedor,2024-09-04 00:00:00,2024-09-23,2024-10-09
Filé de Peito de Frango Canção Congelado,"R$ 13,49/kg",True,,Carnes,28/09,30/09,2024_10_09,atacadao,imagens_atacadao/0_eb66d94c69.webp,canção,filé de peito de frango congelado,2024-09-28 00:00:00,2024-09-30,2024-10-09
Salsicha Hot Dog Perdigão Congelada,"R$ 11,99/kg",True,,Frios,28/09,30/09,2024_10_09,atacadao,imagens_atacadao/0_eb66d94c69.webp,perdigão,salsicha hot dog congelada,2024-09-28 00:00:00,2024-09-30,2024-10-09
Maionese Hellmann's,"R$ 16,99",True,,Condimentos,28/09,30/09,2024_10_09,atacadao,imagens_atacadao/0_eb66d94c69.webp,hellmann's,maionese,2024-09-28 00:00:00,2024-09-30,2024-10-09
Batata Lavada,"R$ 4,99/kg",True,,Hortifruti,28/09,30/09,2024_10_09,atacadao,imagens_atacadao/0_eb66d94c69.webp,,Batata Lavada,2024-09-28 00:00:00,2024-09-30,2024-10-09
Cerveja Skol,"R$ 3,29",True,,Bebidas,29/09,29/09,2024_10_09,atacadao,imagens_atacadao/0_eb66d94c69.webp,skol,cerveja,2024-09-29 00:00:00,2024-09-29,2024-10-09
Detergente Líquido Ypê,"R$ 2,29",True,,Limpeza,29/09,29/09,2024_10_09,atacadao,imagens_atacadao/0_eb66d94c69.webp,ypê,detergente líquido,2024-09-29 00:00:00,2024-09-29,2024-10-09
Linguiça de Carne Suína Seara Congelada,"R$ 16,99/kg",True,,Carnes,29/09,29/09,2024_10_09,atacadao,imagens_atacadao/0_eb66d94c69.webp,seara,linguiça de carne suína congelada,2024-09-29 00:00:00,2024-09-29,2024-10-09
Ovo Branco Grande,"R$ 16,99",True,,Mercearia,29/09,29/09,2024_10_09,atacadao,imagens_atacadao/0_eb66d94c69.webp,branco,ovo grande,2024-09-29 00:00:00,2024-09-29,2024-10-09
Leite Condensado Marajoara,"R$ 5,99",True,,Mercearia,30/09,30/09,2024_10_09,atacadao,imagens_atacadao/0_eb66d94c69.webp,marajoara,leite condensado,2024-09-30 00:00:00,2024-09-30,2024-10-09
Margarina Qualy,"R$ 8,99",True,,Laticínios,30/09,30/09,2024_10_09,atacadao,imagens_atacadao/0_eb66d94c69.webp,qualy,margarina,2024-09-30 00:00:00,2024-09-30,2024-10-09
Detergente em Pó Surf,"R$ 9,99",True,,Limpeza,30/09,30/09,2024_10_09,atacadao,imagens_atacadao/0_eb66d94c69.webp,surf,detergente em pó,2024-09-30 00:00:00,2024-09-30,2024-10-09
Cebola,"R$ 4,99/kg",True,,Hortifruti,30/09,30/09,2024_10_09,atacadao,imagens_atacadao/0_eb66d94c69.webp,ola,ceb,2024-09-30 00:00:00,2024-09-30,2024-10-09
Café Brasileiro,"R$ 15,99",True,,Mercearia,01/10,01/10,2024_10_09,atacadao,imagens_atacadao/0_eb66d94c69.webp,brasileiro,café,2024-10-01 00:00:00,2024-10-01,2024-10-09
Refrigerante Guaraná Antarctica,"R$ 6,99",True,,Bebidas,01/10,01/10,2024_10_09,atacadao,imagens_atacadao/0_eb66d94c69.webp,guaraná antarctica,refrigerante,2024-10-01 00:00:00,2024-10-01,2024-10-09
Alimento para Cães Bonzo,"R$ 89,90",True,,Pet,01/10,01/10,2024_10_09,atacadao,imagens_atacadao/0_eb66d94c69.webp,bonzo,alimento para cães,2024-10-01 00:00:00,2024-10-01,2024-10-09
Ovo Branco Grande Cinta,"R$ 16,99",True,,Mercearia,01/10,01/10,2024_10_09,atacadao,imagens_atacadao/0_eb66d94c69.webp,branco,ovo grande cinta,2024-10-01 00:00:00,2024-10-01,2024-10-09
Café Melita,"R$ 15,99",True,,Mercearia,02/10,02/10,2024_10_09,atacadao,imagens_atacadao/0_eb66d94c69.webp,melita,café,2024-10-02 00:00:00,2024-10-02,2024-10-09
Queijo Mussarela Soberano,"R$ 39,90/kg",True,,Laticínios,02/10,02/10,2024_10_09,atacadao,imagens_atacadao/0_eb66d94c69.webp,soberano,queijo mussarela,2024-10-02 00:00:00,2024-10-02,2024-10-09
Amaciante para Roupas Concentrado Downy,"R$ 15,99",True,,Limpeza,02/10,02/10,2024_10_09,atacadao,imagens_atacadao/0_eb66d94c69.webp,downy,amaciante para roupas concentrado,2024-10-02 00:00:00,2024-10-02,2024-10-09
Alho a granel,"R$ 29,90/kg",True,,Hortifruti,02/10,02/10,2024_10_09,atacadao,imagens_atacadao/0_eb66d94c69.webp,,Alho a granel,2024-10-02 00:00:00,2024-10-02,2024-10-09
Refresco em Pó Camp,4.99,True,150g,Bebidas,30/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_08ad41d84d_02.webp,fresco,re em pó camp,2024-09-30 00:00:00,2024-10-02,2024-10-09
Chocolate em Pó Qualitá,8.99,True,200g,Doces,30/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_08ad41d84d_02.webp,qualitá,chocolate em pó,2024-09-30 00:00:00,2024-10-02,2024-10-09
Cobertura Forneável para Pizza Camp,19.9,True,1.01kg,Alimentos,30/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_08ad41d84d_02.webp,camp,cobertura forneável para pizza,2024-09-30 00:00:00,2024-10-02,2024-10-09
Cobertura de Chocolate Harald Top,29.5,True,1.01kg,Doces,30/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_08ad41d84d_02.webp,harald top,cobertura de chocolate,2024-09-30 00:00:00,2024-10-02,2024-10-09
Cobertura de Chocolate Mavalério Gotas,49.9,True,2.1kg,Doces,30/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_08ad41d84d_02.webp,mavalério,cobertura de chocolate gotas,2024-09-30 00:00:00,2024-10-02,2024-10-09
Cobertura de Chocolate Harald Top,28.9,True,1.01kg,Doces,30/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_08ad41d84d_02.webp,harald top,cobertura de chocolate,2024-09-30 00:00:00,2024-10-02,2024-10-09
Azeitona Verde Campo Belo,29.0,True,2kg,Alimentos,30/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_08ad41d84d_02.webp,verde campo,azeitona belo,2024-09-30 00:00:00,2024-10-02,2024-10-09
Champignon Fatiado Formello,34.0,True,1.01kg,Alimentos,30/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_08ad41d84d_02.webp,formello,champignon fatiado,2024-09-30 00:00:00,2024-10-02,2024-10-09
Goiabada Cremosa Forneável Val,12.49,True,1.01kg,Doces,30/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_08ad41d84d_02.webp,val,goiabada cremosa forneável,2024-09-30 00:00:00,2024-10-02,2024-10-09
Creme Culinário Vegetal Damare,7.39,True,200ml,Alimentos,30/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_08ad41d84d_02.webp,damare,creme culinário vegetal,2024-09-30 00:00:00,2024-10-02,2024-10-09
Creme de Leite Damare,11.9,True,1.01kg,Laticínios,30/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_08ad41d84d_02.webp,damare,creme de leite,2024-09-30 00:00:00,2024-10-02,2024-10-09
Doce Pastoso Atlpec,79.0,True,4.8kg,Doces,30/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_08ad41d84d_02.webp,atlpec,doce pastoso,2024-09-30 00:00:00,2024-10-02,2024-10-09
Pasta de Chocolate Nestlé,39.9,True,2.01kg,Doces,30/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_08ad41d84d_02.webp,nestlé,pasta de chocolate,2024-09-30 00:00:00,2024-10-02,2024-10-09
Ketchup/Molho de Mostarda Cepêra,12.99,True,3.3kg,Condimentos,30/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_08ad41d84d_02.webp,cepêra,ketchup/molho de mostarda,2024-09-30 00:00:00,2024-10-02,2024-10-09
Ketchup/Mostarda Ekma,16.9,True,3.3kg,Condimentos,30/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_08ad41d84d_02.webp,ekma,ketchup/mostarda,2024-09-30 00:00:00,2024-10-02,2024-10-09
Pimenta Biquinho Formello,45.0,True,1.8kg,Condimentos,30/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_08ad41d84d_02.webp,formello,pimenta biquinho,2024-09-30 00:00:00,2024-10-02,2024-10-09
Doce Jabolac,26.8,True,1.2kg,Doces,30/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_08ad41d84d_02.webp,jabolac,doce,2024-09-30 00:00:00,2024-10-02,2024-10-09
Milho Verde Quero,21.99,True,1.7kg,Alimentos,30/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_08ad41d84d_02.webp,quero,milho verde,2024-09-30 00:00:00,2024-10-02,2024-10-09
Creme Ferrero Nutella,39.9,True,650g,Doces,30/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_08ad41d84d_02.webp,ferrero nutella,creme,2024-09-30 00:00:00,2024-10-02,2024-10-09
Chocolate Granulado Camp,10.79,True,1.05kg,Doces,30/09/2024,02/10/2024,2024_10_09,atacadao,imagens_atacadao/0_08ad41d84d_02.webp,camp,chocolate granulado,2024-09-30 00:00:00,2024-10-02,2024-10-09
Cerveja Amstel,3.59,Boa do Dia,473ml,Cerveja,27/09/2024,27/09/2024,2024_10_09,atacadao,imagens_atacadao/95d4e6b68a9ff0508184cd8b281cb915bc7951ff_02.webp,amstel,cerveja,2024-09-27 00:00:00,2024-09-27,2024-10-09
Guaraná Antarctica,3.79,Boa do Dia,2L,Refrigerante,28/09/2024,28/09/2024,2024_10_09,atacadao,imagens_atacadao/95d4e6b68a9ff0508184cd8b281cb915bc7951ff_02.webp,guaraná antarctica,,2024-09-28 00:00:00,2024-09-28,2024-10-09
Cerveja Imperio,2.49,Boa do Dia,350ml,Cerveja,29/09/2024,29/09/2024,2024_10_09,atacadao,imagens_atacadao/95d4e6b68a9ff0508184cd8b281cb915bc7951ff_02.webp,imperio,cerveja,2024-09-29 00:00:00,2024-09-29,2024-10-09
Cerveja Itaipava,2.09,Boa do Dia,350ml,Cerveja,30/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/95d4e6b68a9ff0508184cd8b281cb915bc7951ff_02.webp,itaipava,cerveja,2024-09-30 00:00:00,2024-09-30,2024-10-09
Vodka Smirnoff,62.9,10% OFF,1.75L,Vodka,27/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/95d4e6b68a9ff0508184cd8b281cb915bc7951ff_02.webp,smirnoff,vodka,2024-09-27 00:00:00,2024-09-30,2024-10-09
Vodka Smirnoff,29.9,10% OFF,998ml,Vodka,27/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/95d4e6b68a9ff0508184cd8b281cb915bc7951ff_02.webp,smirnoff,vodka,2024-09-27 00:00:00,2024-09-30,2024-10-09
Vodka Smirnoff,36.9,10% OFF,998ml,Vodka,27/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/95d4e6b68a9ff0508184cd8b281cb915bc7951ff_02.webp,smirnoff,vodka,2024-09-27 00:00:00,2024-09-30,2024-10-09
Vodka Orloff,48.9,10% OFF,1.75L,Vodka,27/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/95d4e6b68a9ff0508184cd8b281cb915bc7951ff_02.webp,orloff,vodka,2024-09-27 00:00:00,2024-09-30,2024-10-09
Vodka Orloff,32.9,10% OFF,1L,Vodka,27/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/95d4e6b68a9ff0508184cd8b281cb915bc7951ff_02.webp,orloff,vodka,2024-09-27 00:00:00,2024-09-30,2024-10-09
Vodka Natasha,19.9,10% OFF,900ml,Vodka,27/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/95d4e6b68a9ff0508184cd8b281cb915bc7951ff_02.webp,natasha,vodka,2024-09-27 00:00:00,2024-09-30,2024-10-09
Vodka Intencion,19.9,10% OFF,1L,Vodka,27/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/95d4e6b68a9ff0508184cd8b281cb915bc7951ff_02.webp,intencion,vodka,2024-09-27 00:00:00,2024-09-30,2024-10-09
Vodka Slova,12.5,10% OFF,900ml,Vodka,27/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/95d4e6b68a9ff0508184cd8b281cb915bc7951ff_02.webp,slova,vodka,2024-09-27 00:00:00,2024-09-30,2024-10-09
Cerveja Original,,Boa do Dia,269ml,Cerveja,26/09/2024,26/09/2024,2024_10_09,atacadao,imagens_atacadao/0_da2a2b1bb2.webp,original,cerveja,2024-09-26 00:00:00,2024-09-26,2024-10-09
Cerveja Amstel,,Boa do Dia,269ml,Cerveja,27/09/2024,27/09/2024,2024_10_09,atacadao,imagens_atacadao/0_da2a2b1bb2.webp,amstel,cerveja,2024-09-27 00:00:00,2024-09-27,2024-10-09
Cerveja Corona Extra,,Boa do Dia,269ml/210ml,Cerveja,28/09/2024,28/09/2024,2024_10_09,atacadao,imagens_atacadao/0_da2a2b1bb2.webp,corona extra,cerveja,2024-09-28 00:00:00,2024-09-28,2024-10-09
Cerveja Amstel,,Boa do Dia,350ml,Cerveja,29/09/2024,29/09/2024,2024_10_09,atacadao,imagens_atacadao/0_da2a2b1bb2.webp,amstel,cerveja,2024-09-29 00:00:00,2024-09-29,2024-10-09
Vodka Balalaika,10.99,15% OFF,1L,Vodka,26/09/2024,29/09/2024,2024_10_09,atacadao,imagens_atacadao/0_da2a2b1bb2.webp,balalaika,vodka,2024-09-26 00:00:00,2024-09-29,2024-10-09
Vodka Balalaika,5.79,15% OFF,500ml,Vodka,26/09/2024,29/09/2024,2024_10_09,atacadao,imagens_atacadao/0_da2a2b1bb2.webp,balalaika,vodka,2024-09-26 00:00:00,2024-09-29,2024-10-09
Vodka Eternity,13.9,15% OFF,900ml,Vodka,26/09/2024,29/09/2024,2024_10_09,atacadao,imagens_atacadao/0_da2a2b1bb2.webp,eternity,vodka,2024-09-26 00:00:00,2024-09-29,2024-10-09
Vodka Intencion,14.9,15% OFF,900ml,Vodka,26/09/2024,29/09/2024,2024_10_09,atacadao,imagens_atacadao/0_da2a2b1bb2.webp,intencion,vodka,2024-09-26 00:00:00,2024-09-29,2024-10-09
Chá Matte Leão,4.99,False,250g,Bebidas,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_3c8365e64e.webp,leão,chá matte,2024-09-26 00:00:00,2024-09-30,2024-10-09
Cereal Matinal Nestlé,15.49,False,300g,Cereais,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_3c8365e64e.webp,nestlé,cereal matinal,2024-09-26 00:00:00,2024-09-30,2024-10-09
Petit Suisse Bob Esponja,4.99,False,320g,Laticínios,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_3c8365e64e.webp,bob esponja,petit suisse,2024-09-26 00:00:00,2024-09-30,2024-10-09
Sobremesa Batavo,4.99,False,200g,Laticínios,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_3c8365e64e.webp,batavo,sobremesa,2024-09-26 00:00:00,2024-09-30,2024-10-09
Leite Fermentado Itambé,4.29,False,480g,Laticínios,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_3c8365e64e.webp,itambé,leite fermentado,2024-09-26 00:00:00,2024-09-30,2024-10-09
Manteiga Tourinho,18.9,False,500g,Laticínios,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_3c8365e64e.webp,tourinho,manteiga,2024-09-26 00:00:00,2024-09-30,2024-10-09
Requeijão Catupiry,5.99,False,200g,Laticínios,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_3c8365e64e.webp,catupiry,requeijão,2024-09-26 00:00:00,2024-09-30,2024-10-09
Margarina Doriana,4.99,False,500g,Laticínios,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_3c8365e64e.webp,doriana,margarina,2024-09-26 00:00:00,2024-09-30,2024-10-09
Cobertura Sufresh,3.59,False,200g,Laticínios,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_3c8365e64e.webp,sufresh,cobertura,2024-09-26 00:00:00,2024-09-30,2024-10-09
Carne Bovina Contra Filé Friboi Resfriada,39.9,False,1kg,Carnes,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_3c8365e64e.webp,friboi,carne bovina contra filé resfriada,2024-09-26 00:00:00,2024-09-30,2024-10-09
Carne Bovina Moída Maxima Congelada,4.99,False,400g,Carnes,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_3c8365e64e.webp,maxima,carne bovina moída congelada,2024-09-26 00:00:00,2024-09-30,2024-10-09
Filé de Peito de Frango Seara IQF Congelado,17.9,False,1kg,Carnes,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_3c8365e64e.webp,seara,filé de peito de frango iqf congelado,2024-09-26 00:00:00,2024-09-30,2024-10-09
Coxinha da Asa de Frango Sadia Congelada,10.98,False,1kg,Carnes,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_3c8365e64e.webp,sadia,coxinha da asa de frango congelada,2024-09-26 00:00:00,2024-09-30,2024-10-09
Sobrecoxa de Frango Seara Congelada,9.49,False,1kg,Carnes,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_3c8365e64e.webp,seara,sobrecoxa de frango congelada,2024-09-26 00:00:00,2024-09-30,2024-10-09
Apresuntado Sadia,13.5,False,1kg,Frios,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_3c8365e64e.webp,sadia,apresuntado,2024-09-26 00:00:00,2024-09-30,2024-10-09
Mortadela Defumada Sadia,11.7,False,1kg,Frios,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_3c8365e64e.webp,sadia,mortadela defumada,2024-09-26 00:00:00,2024-09-30,2024-10-09
Hambúrguer Perdigão,11.9,False,672g,Congelados,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_3c8365e64e.webp,perdigão,hambúrguer,2024-09-26 00:00:00,2024-09-30,2024-10-09
Pizza Seara,14.4,True,460g,Congelados,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_3c8365e64e.webp,seara,pizza,2024-09-26 00:00:00,2024-09-30,2024-10-09
Lasanha Sadia Congelada,13.8,True,600g,Congelados,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_3c8365e64e.webp,sadia,lasanha congelada,2024-09-26 00:00:00,2024-09-30,2024-10-09
Big Chicken Perdigão,18.9,False,1kg,Congelados,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_3c8365e64e.webp,perdigão,big chicken,2024-09-26 00:00:00,2024-09-30,2024-10-09
Geladinho Americano,7.99,False,365ml,Sorvetes,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_3c8365e64e.webp,americano,geladinho,2024-09-26 00:00:00,2024-09-30,2024-10-09
Bebida Láctea Whey Permilat,4.99,False,250ml,Bebidas,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_3c8365e64e.webp,permilat,bebida láctea whey,2024-09-26 00:00:00,2024-09-30,2024-10-09
Alimento Ades,5.89,False,1L,Bebidas,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_3c8365e64e.webp,ades,alimento,2024-09-26 00:00:00,2024-09-30,2024-10-09
Água de Coco Mais Coco,8.99,False,1L,Bebidas,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_3c8365e64e.webp,mais coco,água de coco,2024-09-26 00:00:00,2024-09-30,2024-10-09
Água Mineral Minalba,14.99,False,5L,Bebidas,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_3c8365e64e.webp,minalba,água mineral,2024-09-26 00:00:00,2024-09-30,2024-10-09
Água Mineral Minalba,1.39,False,500ml,Bebidas,26/09/2024,30/09/2024,2024_10_09,atacadao,imagens_atacadao/2_3c8365e64e.webp,minalba,água mineral,2024-09-26 00:00:00,2024-09-30,2024-10-09
Detergente em Pó Tixan Primavera,63.9,,8kg,Limpeza,01/10/2024,09/10/2024,2024_10_09,atacadao,imagens_atacadao/0_4a26087ac5.webp,tixan,detergente em pó primavera,2024-10-01 00:00:00,2024-10-09,2024-10-09
Detergente em Pó Tixan Primavera,19.9,,"2,4kg",Limpeza,01/10/2024,09/10/2024,2024_10_09,atacadao,imagens_atacadao/0_4a26087ac5.webp,tixan,detergente em pó primavera,2024-10-01 00:00:00,2024-10-09,2024-10-09
Lava Roupas Líquido Tixan Primavera,51.9,6.68,7L,Limpeza,01/10/2024,09/10/2024,2024_10_09,atacadao,imagens_atacadao/0_4a26087ac5.webp,tixan,lava roupas líquido primavera,2024-10-01 00:00:00,2024-10-09,2024-10-09
