nome,preco,oferta,gramagem,categoria,data_ini,data_fim,date_source,supermarket,tablode_source,marca,produto,data_ini_format,data_fim_format,date_source_format
Margarina Claybom,5.09,False,500g,Mercearia,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/422e4c551484e6db33cfedb582fa498d80f7cba2.webp,claybom,margarina,2024-08-30 00:00:00,2024-09-05,2024-10-09
Requeijão Catupiry,7.25,50% desconto na 2ª unidade,420g,Laticínios,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/422e4c551484e6db33cfedb582fa498d80f7cba2.webp,catupiry,requeijão,2024-08-30 00:00:00,2024-09-05,2024-10-09
Pão Sponge Panco,12.69,False,250g,Padaria,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/422e4c551484e6db33cfedb582fa498d80f7cba2.webp,panco,pão sponge,2024-08-30 00:00:00,2024-09-05,2024-10-09
Pão de forma Pullman,14.99,False,450g,Padaria,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/422e4c551484e6db33cfedb582fa498d80f7cba2.webp,pullman,pão de forma,2024-08-30 00:00:00,2024-09-05,2024-10-09
Pizza Perdigão,16.69,False,460g,Congelados,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/422e4c551484e6db33cfedb582fa498d80f7cba2.webp,perdigão,pizza,2024-08-30 00:00:00,2024-09-05,2024-10-09
Waffle Forno de Minas,15.29,False,280g,Congelados,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/422e4c551484e6db33cfedb582fa498d80f7cba2.webp,forno de minas,waffle,2024-08-30 00:00:00,2024-09-05,2024-10-09
Pão de queijo Forno de Minas,14.99,False,400g,Congelados,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/422e4c551484e6db33cfedb582fa498d80f7cba2.webp,forno de minas,pão de queijo,2024-08-30 00:00:00,2024-09-05,2024-10-09
Nuggets de frango,7.99,False,300g,Congelados,30/08/2024,05/09/2024,2024_10_09,carrefour,imagens_carrefour/422e4c551484e6db33cfedb582fa498d80f7cba2.webp,,Nuggets de frango,2024-08-30 00:00:00,2024-09-05,2024-10-09
Motorola Edge 40 Neo,2308.9,153.9,,Smartphone,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/d78419c7f8c1d52db42636382865201b906d4d07.webp,motorola,edge 40 neo,2024-08-23 00:00:00,2024-08-29,2024-10-09
Smart TV LG 50UQ8750PSA,2611.0,,,TV,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/d78419c7f8c1d52db42636382865201b906d4d07.webp,lg,smart tv 50uq8750psa,2024-08-23 00:00:00,2024-08-29,2024-10-09
Notebook Lenovo,2999.0,,,Informática,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/d78419c7f8c1d52db42636382865201b906d4d07.webp,lenovo,notebook,2024-08-23 00:00:00,2024-08-29,2024-10-09
Impressora Epson Ecotank L3250,1199.0,,,Informática,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/d78419c7f8c1d52db42636382865201b906d4d07.webp,epson ecotank,impressora l3250,2024-08-23 00:00:00,2024-08-29,2024-10-09
Caixa de som Britânia BCX4600,499.0,49.9,,Áudio,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/d78419c7f8c1d52db42636382865201b906d4d07.webp,britânia,caixa de som bcx4600,2024-08-23 00:00:00,2024-08-29,2024-10-09
Caixa amplificada Mondial CM400,598.5,59.85,,Áudio,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/d78419c7f8c1d52db42636382865201b906d4d07.webp,mondial,caixa amplificada cm400,2024-08-23 00:00:00,2024-08-29,2024-10-09
Aquecedor Mondial A08,129.9,,,Eletrodomésticos,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/d78419c7f8c1d52db42636382865201b906d4d07.webp,mondial,aquecedor a08,2024-08-23 00:00:00,2024-08-29,2024-10-09
Escova secadora Revlon Titanium Max Edition,299.0,,,Beleza,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/d78419c7f8c1d52db42636382865201b906d4d07.webp,revlon,escova secadora titanium max edition,2024-08-23 00:00:00,2024-08-29,2024-10-09
Purificador Consul CPC31AB,209.4,34.9,,Eletrodomésticos,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/d78419c7f8c1d52db42636382865201b906d4d07.webp,consul,purificador cpc31ab,2024-08-23 00:00:00,2024-08-29,2024-10-09
Panela de arroz Philco PH10,239.0,,,Eletrodomésticos,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/d78419c7f8c1d52db42636382865201b906d4d07.webp,philco,panela de arroz ph10,2024-08-23 00:00:00,2024-08-29,2024-10-09
Fritadeira Air Fryer Philips HD9202 91,299.0,29.9,,Eletrodomésticos,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/d78419c7f8c1d52db42636382865201b906d4d07.webp,philips,fritadeira air fryer hd9202 91,2024-08-23 00:00:00,2024-08-29,2024-10-09
Micro-ondas Philco PMO22EB,499.0,49.9,,Eletrodomésticos,23/08/2024,29/08/2024,2024_10_09,carrefour,imagens_carrefour/d78419c7f8c1d52db42636382865201b906d4d07.webp,philco,micro-ondas pmo22eb,2024-08-23 00:00:00,2024-08-29,2024-10-09
Shampoos Johnson's,,20% desconto,400ml,Higiene Infantil,13/09/2024,26/09/2024,2024_10_09,carrefour,imagens_carrefour/8078a37b2cd95f9219df72dbc5fa51655b0dbf4f.webp,johnson's,shampoos,2024-09-13 00:00:00,2024-09-26,2024-10-09
Sabonete Líquido da Cabeça aos Pés,,20% desconto,400ml,Higiene Infantil,13/09/2024,26/09/2024,2024_10_09,carrefour,imagens_carrefour/8078a37b2cd95f9219df72dbc5fa51655b0dbf4f.webp,,Sabonete Líquido da Cabeça aos Pés,2024-09-13 00:00:00,2024-09-26,2024-10-09
Lenço Umedecido Piquitucho,19.9,,4 pacotes,Higiene Infantil,13/09/2024,26/09/2024,2024_10_09,carrefour,imagens_carrefour/8078a37b2cd95f9219df72dbc5fa51655b0dbf4f.webp,piquitucho,lenço umedecido,2024-09-13 00:00:00,2024-09-26,2024-10-09
Fralda Piquitucho Mega,21.9,,"Tamanho M, 34 unidades",Fraldas,13/09/2024,26/09/2024,2024_10_09,carrefour,imagens_carrefour/8078a37b2cd95f9219df72dbc5fa51655b0dbf4f.webp,piquitucho mega,fralda,2024-09-13 00:00:00,2024-09-26,2024-10-09
Fralda Babysec Ultra,42.99,Leve 3 Pague 2,Tamanhos Mega,Fraldas,13/09/2024,26/09/2024,2024_10_09,carrefour,imagens_carrefour/8078a37b2cd95f9219df72dbc5fa51655b0dbf4f.webp,babysec,fralda ultra,2024-09-13 00:00:00,2024-09-26,2024-10-09
Lava-roupas líquido Omo Roupas Finas & Delicadas,18.9,,900ml,Lavanderia,13/09/2024,26/09/2024,2024_10_09,carrefour,imagens_carrefour/8078a37b2cd95f9219df72dbc5fa51655b0dbf4f.webp,omo,lava-roupas líquido roupas finas & delicadas,2024-09-13 00:00:00,2024-09-26,2024-10-09
Ariel Concentrado,32.9,,2 litros,Lava-roupas,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/61d79af59dec3489cca210860a684f4c4fa75161.webp,ariel,concentrado,2024-09-06 00:00:00,2024-09-12,2024-10-09
Ola,17.9,,,Lava-roupas,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/61d79af59dec3489cca210860a684f4c4fa75161.webp,ola,,2024-09-06 00:00:00,2024-09-12,2024-10-09
Amaciante Downy Concentrado,28.9,,1.35 litros,Amaciante,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/61d79af59dec3489cca210860a684f4c4fa75161.webp,downy,amaciante concentrado,2024-09-06 00:00:00,2024-09-12,2024-10-09
Tira-manchas em barra Vanish Pink/White,6.9,,75g,Tira-manchas,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/61d79af59dec3489cca210860a684f4c4fa75161.webp,vanish,tira-manchas em barra pink/white,2024-09-06 00:00:00,2024-09-12,2024-10-09
Tira-manchas em gel Vanish Pink/White,19.9,,1.2 litro,Tira-manchas,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/61d79af59dec3489cca210860a684f4c4fa75161.webp,vanish,tira-manchas em gel pink/white,2024-09-06 00:00:00,2024-09-12,2024-10-09
Tira-manchas em pó Vanish Pink/White,36.89,,1kg,Tira-manchas,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/61d79af59dec3489cca210860a684f4c4fa75161.webp,vanish,tira-manchas em pó pink/white,2024-09-06 00:00:00,2024-09-12,2024-10-09
Finish Power Powder Advanced,51.7,,1kg,Lava-louças,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/61d79af59dec3489cca210860a684f4c4fa75161.webp,finish,power powder advanced,2024-09-06 00:00:00,2024-09-12,2024-10-09
Esponja multiuso Scotch-Brite,5.99,Leve 4 Pague 3,,Limpeza,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/61d79af59dec3489cca210860a684f4c4fa75161.webp,scotch-brite,esponja multiuso,2024-09-06 00:00:00,2024-09-12,2024-10-09
Purificador de ar elétrico Bom Ar Air Wick,18.29,,16ml,Purificador de ar,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/61d79af59dec3489cca210860a684f4c4fa75161.webp,bom ar air wick,purificador de ar elétrico,2024-09-06 00:00:00,2024-09-12,2024-10-09
Purificador de ar Glade,25.9,,269ml,Purificador de ar,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/61d79af59dec3489cca210860a684f4c4fa75161.webp,glade,purificador de ar,2024-09-06 00:00:00,2024-09-12,2024-10-09
Desinfetante Pinho Sol Original,7.99,Leve 1 litro Pague 900ml,1 litro,Desinfetante,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/61d79af59dec3489cca210860a684f4c4fa75161.webp,pinho sol,desinfetante original,2024-09-06 00:00:00,2024-09-12,2024-10-09
Desinfetante Lysoform,18.8,,2 litros,Desinfetante,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/61d79af59dec3489cca210860a684f4c4fa75161.webp,lysoform,desinfetante,2024-09-06 00:00:00,2024-09-12,2024-10-09
Limpador multiuso Veja,3.68,60% de desconto na 2ª unidade,500ml,Limpeza,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/61d79af59dec3489cca210860a684f4c4fa75161.webp,veja,limpador multiuso,2024-09-06 00:00:00,2024-09-12,2024-10-09
Limpador sanitário Pato,12.8,,750ml,Limpeza,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/61d79af59dec3489cca210860a684f4c4fa75161.webp,pato,limpador sanitário,2024-09-06 00:00:00,2024-09-12,2024-10-09
Limpador desengordurante Mr Musculo,9.3,20% de desconto,500ml,Limpeza,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/61d79af59dec3489cca210860a684f4c4fa75161.webp,mr musculo,limpador desengordurante,2024-09-06 00:00:00,2024-09-12,2024-10-09
Limpeza pesada Veja Power Fusion,15.7,,1 litro,Limpeza,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/61d79af59dec3489cca210860a684f4c4fa75161.webp,veja power fusion,limpeza pesada,2024-09-06 00:00:00,2024-09-12,2024-10-09
Veja Cloro/Limão,8.45,,500ml,Limpeza,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/61d79af59dec3489cca210860a684f4c4fa75161.webp,veja,cloro/limão,2024-09-06 00:00:00,2024-09-12,2024-10-09
Cloro em gel Vim,10.9,,700ml,Limpeza,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/61d79af59dec3489cca210860a684f4c4fa75161.webp,vim,cloro em gel,2024-09-06 00:00:00,2024-09-12,2024-10-09
Limpador cremoso Cif,15.99,,450ml,Limpeza,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/61d79af59dec3489cca210860a684f4c4fa75161.webp,cif,limpador cremoso,2024-09-06 00:00:00,2024-09-12,2024-10-09
Toalha de papel Snob,10.1,50% de desconto na 2ª unidade,120 folhas,Papel,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/61d79af59dec3489cca210860a684f4c4fa75161.webp,snob,toalha de papel,2024-09-06 00:00:00,2024-09-12,2024-10-09
Detergente líquido Carrefour Expert,1.99,,500ml,Limpeza,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/61d79af59dec3489cca210860a684f4c4fa75161.webp,carrefour expert,detergente líquido,2024-09-06 00:00:00,2024-09-12,2024-10-09
Toalha de papel Carrefour Essential,4.9,,60 folhas,Papel,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/61d79af59dec3489cca210860a684f4c4fa75161.webp,carrefour essential,toalha de papel,2024-09-06 00:00:00,2024-09-12,2024-10-09
Álcool líquido Carrefour Essential,5.4,,1 litro,Limpeza,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/61d79af59dec3489cca210860a684f4c4fa75161.webp,carrefour essential,álcool líquido,2024-09-06 00:00:00,2024-09-12,2024-10-09
Amaciante Carrefour Expert Concentrado,10.49,,1 litro,Amaciante,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/61d79af59dec3489cca210860a684f4c4fa75161.webp,carrefour expert,amaciante concentrado,2024-09-06 00:00:00,2024-09-12,2024-10-09
Lava-roupas em pó Carrefour Essential,12.95,,2kg,Lava-roupas,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/61d79af59dec3489cca210860a684f4c4fa75161.webp,carrefour essential,lava-roupas em pó,2024-09-06 00:00:00,2024-09-12,2024-10-09
Lava-roupas líquido Carrefour Expert,34.99,,3 litros,Lava-roupas,06/09/2024,12/09/2024,2024_10_09,carrefour,imagens_carrefour/61d79af59dec3489cca210860a684f4c4fa75161.webp,carrefour expert,lava-roupas líquido,2024-09-06 00:00:00,2024-09-12,2024-10-09
Manga palmer,4.65,3ª E 4ª DA FEIRA,1 kg,Frutas,10/09/2024,11/09/2024,2024_10_09,carrefour,imagens_carrefour/aa3d8717695811c3652c5ef99de11bf8e8c8aa19.webp,,Manga palmer,2024-09-10 00:00:00,2024-09-11,2024-10-09
Coxa com sobrecoxa de frango,6.99,,1 kg,Carnes,10/09/2024,11/09/2024,2024_10_09,carrefour,imagens_carrefour/aa3d8717695811c3652c5ef99de11bf8e8c8aa19.webp,ox,ca com sobreca de frango,2024-09-10 00:00:00,2024-09-11,2024-10-09
Alho,2.17,,100g,Hortifruti,10/09/2024,11/09/2024,2024_10_09,carrefour,imagens_carrefour/aa3d8717695811c3652c5ef99de11bf8e8c8aa19.webp,,Alho,2024-09-10 00:00:00,2024-09-11,2024-10-09
Morango Bandeja,5.95,,250g,Frutas,10/09/2024,11/09/2024,2024_10_09,carrefour,imagens_carrefour/aa3d8717695811c3652c5ef99de11bf8e8c8aa19.webp,mor,ango bandeja,2024-09-10 00:00:00,2024-09-11,2024-10-09
Abacaxi pérola,5.95,,1 unidade,Frutas,10/09/2024,11/09/2024,2024_10_09,carrefour,imagens_carrefour/aa3d8717695811c3652c5ef99de11bf8e8c8aa19.webp,pérola,abacaxi,2024-09-10 00:00:00,2024-09-11,2024-10-09
Uva preta,6.89,,500g,Frutas,10/09/2024,11/09/2024,2024_10_09,carrefour,imagens_carrefour/aa3d8717695811c3652c5ef99de11bf8e8c8aa19.webp,,Uva preta,2024-09-10 00:00:00,2024-09-11,2024-10-09
Uva vermelha,6.89,,500g,Frutas,10/09/2024,11/09/2024,2024_10_09,carrefour,imagens_carrefour/aa3d8717695811c3652c5ef99de11bf8e8c8aa19.webp,,Uva vermelha,2024-09-10 00:00:00,2024-09-11,2024-10-09
Melão redinha Famosa,9.59,,1 kg,Frutas,10/09/2024,11/09/2024,2024_10_09,carrefour,imagens_carrefour/aa3d8717695811c3652c5ef99de11bf8e8c8aa19.webp,famosa,melão redinha,2024-09-10 00:00:00,2024-09-11,2024-10-09
Pera williams,7.85,,1 kg,Frutas,10/09/2024,11/09/2024,2024_10_09,carrefour,imagens_carrefour/aa3d8717695811c3652c5ef99de11bf8e8c8aa19.webp,williams,pera,2024-09-10 00:00:00,2024-09-11,2024-10-09
Minitangerina importada,9.99,,700g,Frutas,10/09/2024,11/09/2024,2024_10_09,carrefour,imagens_carrefour/aa3d8717695811c3652c5ef99de11bf8e8c8aa19.webp,importada,minitangerina,2024-09-10 00:00:00,2024-09-11,2024-10-09
Abóbora-moranga,1.99,,1 kg,Hortifruti,10/09/2024,11/09/2024,2024_10_09,carrefour,imagens_carrefour/aa3d8717695811c3652c5ef99de11bf8e8c8aa19.webp,mor,abóbora-anga,2024-09-10 00:00:00,2024-09-11,2024-10-09
Minitomate especial,1.99,,100g,Hortifruti,10/09/2024,11/09/2024,2024_10_09,carrefour,imagens_carrefour/aa3d8717695811c3652c5ef99de11bf8e8c8aa19.webp,especial,minitomate,2024-09-10 00:00:00,2024-09-11,2024-10-09
Abobrinha italiana,2.95,,1 kg,Hortifruti,10/09/2024,11/09/2024,2024_10_09,carrefour,imagens_carrefour/aa3d8717695811c3652c5ef99de11bf8e8c8aa19.webp,,Abobrinha italiana,2024-09-10 00:00:00,2024-09-11,2024-10-09
Sweet milho Trebeschi,7.99,,450g,Mercearia,10/09/2024,11/09/2024,2024_10_09,carrefour,imagens_carrefour/aa3d8717695811c3652c5ef99de11bf8e8c8aa19.webp,trebeschi,sweet milho,2024-09-10 00:00:00,2024-09-11,2024-10-09
Salsa,2.79,,1 unidade,Hortifruti,10/09/2024,11/09/2024,2024_10_09,carrefour,imagens_carrefour/aa3d8717695811c3652c5ef99de11bf8e8c8aa19.webp,,Salsa,2024-09-10 00:00:00,2024-09-11,2024-10-09
cebolinha Maco,2.79,,1 unidade,Hortifruti,10/09/2024,11/09/2024,2024_10_09,carrefour,imagens_carrefour/aa3d8717695811c3652c5ef99de11bf8e8c8aa19.webp,maco,cebolinha,2024-09-10 00:00:00,2024-09-11,2024-10-09
Castanha-de-caju Carrefour Mercado Inteira,16.9,,150g,Mercearia,10/09/2024,11/09/2024,2024_10_09,carrefour,imagens_carrefour/aa3d8717695811c3652c5ef99de11bf8e8c8aa19.webp,carrefour mercado,castanha-de-caju inteira,2024-09-10 00:00:00,2024-09-11,2024-10-09
Ovo caipira Country Ito,12.9,,10 unidades,Mercearia,10/09/2024,11/09/2024,2024_10_09,carrefour,imagens_carrefour/aa3d8717695811c3652c5ef99de11bf8e8c8aa19.webp,country ito,ovo caipira,2024-09-10 00:00:00,2024-09-11,2024-10-09
